timestamp,RAD_fr_hip,RAD_fr_knee,RAD_fr_foot,RAD_br_hip,RAD_br_knee,RAD_br_foot,RAD_fl_hip,RAD_fl_knee,RAD_fl_foot,RAD_bl_hip,RAD_bl_knee,RAD_bl_foot,PWM_fr_hip,PWM_fr_knee,PWM_fr_foot,PWM_br_hip,PWM_br_knee,PWM_br_foot,PWM_fl_hip,PWM_fl_knee,PWM_fl_foot,PWM_bl_hip,PWM_bl_knee,PWM_bl_foot,VOLT_fr_hip,VOLT_fr_knee,VOLT_fr_foot,VOLT_br_hip,VOLT_br_knee,VOLT_br_foot,VOLT_fl_hip,VOLT_fl_knee,VOLT_fl_foot,VOLT_bl_hip,VOLT_bl_knee,VOLT_bl_foot
1.0927,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1500,1630,1530,1650,1500,1550,1500,1520,1550,1520,1550,1550,1.1720,1.2280,1.1720,1.2080,1.1580,1.1700,1.1400,1.1960,1.1760,1.1520,1.1640,1.1600
1.1136,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1500,1630,1530,1650,1500,1550,1500,1520,1550,1520,1550,1550,1.1720,1.2280,1.1720,1.2080,1.1280,1.1700,1.1400,1.1960,1.1760,1.1500,1.1640,1.1620
1.1346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1500,1630,1530,1650,1500,1550,1500,1520,1550,1520,1550,1550,1.1700,1.2280,1.1720,1.2100,1.1280,1.1700,1.1400,1.1960,1.1760,1.1520,1.1640,1.1620
1.1554,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1500,1630,1530,1650,1500,1550,1500,1520,1550,1520,1550,1550,1.1700,1.2280,1.1740,1.2100,1.1280,1.1700,1.1400,1.1960,1.1760,1.1480,1.1640,1.1620
1.1763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1500,1630,1530,1650,1500,1550,1500,1520,1550,1520,1550,1550,1.1700,1.2280,1.1740,1.2100,1.1280,1.1700,1.1400,1.1960,1.1760,1.1480,1.1640,1.1620
1.1973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1500,1630,1530,1650,1500,1550,1500,1520,1550,1520,1550,1550,1.1700,1.2280,1.1720,1.2140,1.1280,1.1700,1.1400,1.1960,1.1860,1.1480,1.1640,1.1600
1.2183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1500,1630,1530,1650,1500,1550,1500,1520,1550,1520,1550,1550,1.1700,1.2280,1.1720,1.2100,1.1280,1.1700,1.1400,1.1960,1.1820,1.1480,1.1640,1.1620
1.2392,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1500,1630,1530,1650,1500,1550,1500,1520,1550,1520,1550,1550,1.1700,1.2280,1.1740,1.2080,1.1280,1.1700,1.1400,1.1960,1.1860,1.1480,1.1640,1.1620
1.2602,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1500,1630,1530,1650,1500,1550,1500,1520,1550,1520,1550,1550,1.1680,1.2280,1.1760,1.2080,1.1280,1.1700,1.1400,1.1960,1.1840,1.1480,1.1640,1.1620
1.2812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1500,1630,1530,1650,1500,1550,1500,1520,1550,1520,1550,1550,1.1700,1.2280,1.1720,1.2080,1.1280,1.1700,1.1400,1.1960,1.1760,1.1480,1.1640,1.1640
1.3021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1500,1630,1530,1650,1500,1550,1500,1520,1550,1520,1550,1550,1.1700,1.2280,1.1780,1.2080,1.1280,1.1700,1.1400,1.2040,1.1760,1.1480,1.1640,1.1660
1.3231,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1500,1630,1530,1650,1500,1550,1500,1520,1550,1520,1550,1550,1.1700,1.2280,1.1760,1.2080,1.1280,1.1700,1.1400,1.2560,1.1760,1.1480,1.1640,1.1620
1.3441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1500,1630,1530,1650,1500,1550,1500,1520,1550,1520,1550,1550,1.1700,1.2280,1.1720,1.2080,1.1280,1.1700,1.1400,1.4340,1.1760,1.1480,1.1660,1.1660
1.3652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1500,1630,1530,1650,1500,1550,1500,1520,1550,1520,1550,1550,1.1700,1.2320,1.1720,1.2080,1.1280,1.1720,1.1400,1.2400,1.1760,1.1480,1.1920,1.1600
1.3864,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1500,1630,1530,1650,1500,1550,1500,1520,1550,1520,1550,1550,1.1680,1.2720,1.1740,1.2080,1.1280,1.1680,1.1400,1.1960,1.1760,1.1480,1.4100,1.1600
1.4076,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1500,1630,1530,1650,1500,1550,1500,1520,1550,1520,1550,1550,1.1700,1.4000,1.1720,1.2080,1.1280,1.1760,1.1500,1.1960,1.1760,1.1480,1.3200,1.1600
1.4289,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1500,1630,1530,1650,1500,1550,1500,1520,1550,1520,1550,1550,1.1700,1.2280,1.1720,1.2080,1.1280,1.1700,1.1440,1.1960,1.1760,1.1500,1.1660,1.1620
1.4500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1500,1630,1530,1650,1500,1550,1500,1520,1550,1520,1550,1550,1.1700,1.2280,1.1720,1.2080,1.1300,1.1700,1.1460,1.1960,1.1760,1.1500,1.1680,1.1620
