timestamp,RAD_fr_hip,RAD_fr_knee,RAD_fr_foot,RAD_br_hip,RAD_br_knee,RAD_br_foot,RAD_fl_hip,RAD_fl_knee,RAD_fl_foot,RAD_bl_hip,RAD_bl_knee,RAD_bl_foot,PWM_fr_hip,PWM_fr_knee,PWM_fr_foot,PWM_br_hip,PWM_br_knee,PWM_br_foot,PWM_fl_hip,PWM_fl_knee,PWM_fl_foot,PWM_bl_hip,PWM_bl_knee,PWM_bl_foot,VOLT_fr_hip,VOLT_fr_knee,VOLT_fr_foot,VOLT_br_hip,VOLT_br_knee,VOLT_br_foot,VOLT_fl_hip,VOLT_fl_knee,VOLT_fl_foot,VOLT_bl_hip,VOLT_bl_knee,VOLT_bl_foot
0.5510,-0.5343,0.5545,1.3089,0.5204,0.9040,1.5230,0.3500,-0.5480,-1.2276,-0.1747,-0.5218,-1.0785,1193,1958,2338,1964,2017,2471,1709,1199,807,1417,1234,897,0.9360,1.4940,1.8160,1.3940,1.5700,1.8940,1.2920,0.9360,0.5960,1.0660,1.0480,0.6340
0.5721,-0.5343,0.5545,1.3089,0.5204,0.9040,1.5230,0.3500,-0.5480,-1.2276,-0.1747,-0.5218,-1.0785,1193,1958,2338,1964,2017,2471,1709,1199,807,1417,1234,897,0.9340,1.5300,1.8180,1.4020,1.5740,1.8960,1.2980,0.9300,0.5960,1.0660,1.1100,0.6340
0.5932,-0.5343,0.5545,1.3089,0.5204,0.9040,1.5230,0.3500,-0.5480,-1.2276,-0.1747,-0.5218,-1.0785,1193,1958,2338,1964,2017,2471,1709,1199,807,1417,1234,897,0.9300,1.6240,1.8180,1.4080,1.5740,1.8960,1.3060,0.9300,0.5940,1.0660,0.9060,0.6340
0.6143,-0.5343,0.5545,1.3089,0.5204,0.9040,1.5230,0.3500,-0.5480,-1.2276,-0.1747,-0.5218,-1.0785,1193,1958,2338,1964,2017,2471,1709,1199,807,1417,1234,897,0.9260,1.5240,1.8180,1.4180,1.5720,1.9000,1.3160,0.9300,0.5920,1.0660,0.9180,0.6340
0.6354,-0.5343,0.5545,1.3089,0.5204,0.9040,1.5230,0.3500,-0.5480,-1.2276,-0.1747,-0.5218,-1.0785,1193,1958,2338,1964,2017,2471,1709,1199,807,1417,1234,897,0.9260,1.4920,1.8200,1.4240,1.5720,1.8980,1.4620,0.9300,0.5900,1.0680,0.9180,0.6340
0.6569,-0.5589,0.5548,1.3157,0.6018,0.7635,1.4667,0.3716,-0.5494,-1.2403,-0.1747,-0.5218,-1.0785,1179,1958,2342,2013,1937,2437,1722,1198,799,1417,1234,897,0.9360,1.4900,1.8200,1.4300,1.5660,1.8980,1.3040,0.9300,0.5880,1.0700,0.9080,0.6340
0.6780,-0.5589,0.5548,1.3157,0.6018,0.7635,1.4667,0.3716,-0.5494,-1.2403,-0.1747,-0.5218,-1.0785,1179,1958,2342,2013,1937,2437,1722,1198,799,1417,1234,897,0.9220,1.4920,1.8200,1.4360,1.5660,1.8980,1.3060,0.9300,0.5880,1.0680,0.9080,0.6360
0.6991,-0.5589,0.5548,1.3157,0.6018,0.7635,1.4667,0.3716,-0.5494,-1.2403,-0.1747,-0.5218,-1.0785,1179,1958,2342,2013,1937,2437,1722,1198,799,1417,1234,897,0.9220,1.4920,1.8220,1.4420,1.5640,1.8980,1.3080,0.9300,0.5860,1.0720,0.9080,0.6360
0.7205,-0.5589,0.5548,1.3157,0.6018,0.7635,1.4667,0.3716,-0.5494,-1.2403,-0.1747,-0.5218,-1.0785,1179,1958,2342,2013,1937,2437,1722,1198,799,1417,1234,897,0.9180,1.4920,1.8220,1.4500,1.5480,1.8980,1.3100,0.9300,0.5840,1.0700,0.9080,0.6360
0.7416,-0.5589,0.5548,1.3157,0.6018,0.7635,1.4667,0.3716,-0.5494,-1.2403,-0.1747,-0.5218,-1.0785,1179,1958,2342,2013,1937,2437,1722,1198,799,1417,1234,897,0.9160,1.4920,1.8240,1.4720,1.5400,1.8980,1.3120,0.9300,0.5840,1.0660,0.9080,0.6360
0.7631,-0.5838,0.5549,1.3218,0.6857,0.5552,1.3389,0.3937,-0.5507,-1.2523,-0.1747,-0.5218,-1.0785,1165,1958,2346,2064,1818,2359,1735,1197,792,1417,1234,897,0.9140,1.4920,1.8260,1.4760,1.5320,1.8980,1.3140,0.9300,0.6520,1.0660,0.9080,0.6360
0.7843,-0.5838,0.5549,1.3218,0.6857,0.5552,1.3389,0.3937,-0.5507,-1.2523,-0.1747,-0.5218,-1.0785,1165,1958,2346,2064,1818,2359,1735,1197,792,1417,1234,897,0.9120,1.4920,1.8260,1.4800,1.5200,1.8960,1.3160,0.9300,0.8660,1.0660,0.9080,0.6360
0.8054,-0.5838,0.5549,1.3218,0.6857,0.5552,1.3389,0.3937,-0.5507,-1.2523,-0.1747,-0.5218,-1.0785,1165,1958,2346,2064,1818,2359,1735,1197,792,1417,1234,897,0.9100,1.4920,1.8300,1.4780,1.5080,1.8900,1.3180,0.9300,0.8680,1.0660,0.9080,0.6360
0.8265,-0.5838,0.5549,1.3218,0.6857,0.5552,1.3389,0.3937,-0.5507,-1.2523,-0.1747,-0.5218,-1.0785,1165,1958,2346,2064,1818,2359,1735,1197,792,1417,1234,897,0.9060,1.4920,1.8300,1.4800,1.4940,1.8800,1.3200,0.9320,0.5800,1.0660,0.9080,0.6400
0.8476,-0.5838,0.5549,1.3218,0.6857,0.5552,1.3389,0.3937,-0.5507,-1.2523,-0.1747,-0.5218,-1.0785,1165,1958,2346,2064,1818,2359,1735,1197,792,1417,1234,897,0.9020,1.4920,1.8280,1.4920,1.4760,1.8700,1.3220,0.9360,0.5800,1.0660,0.9080,0.6380
0.8693,-0.6090,0.5550,1.3272,0.6857,0.5552,1.3389,0.4162,-0.5517,-1.2636,-0.1747,-0.5218,-1.0785,1151,1958,2349,2064,1818,2359,1749,1196,785,1417,1234,897,0.9000,1.4920,1.8520,1.5000,1.4580,1.8560,1.3240,1.1660,0.5780,1.0660,0.9080,0.6460
0.8904,-0.6090,0.5550,1.3272,0.6857,0.5552,1.3389,0.4162,-0.5517,-1.2636,-0.1747,-0.5218,-1.0785,1151,1958,2349,2064,1818,2359,1749,1196,785,1417,1234,897,0.8980,1.4940,1.8280,1.5080,1.4380,1.8460,1.3260,0.9840,0.5760,1.0660,0.9520,0.6400
0.9115,-0.6090,0.5550,1.3272,0.6857,0.5552,1.3389,0.4162,-0.5517,-1.2636,-0.1747,-0.5218,-1.0785,1151,1958,2349,2064,1818,2359,1749,1196,785,1417,1234,897,0.8960,1.4940,1.8320,1.5160,1.4160,1.8320,1.3300,0.9300,0.5760,1.0660,1.1580,0.6360
0.9326,-0.6090,0.5550,1.3272,0.6857,0.5552,1.3389,0.4162,-0.5517,-1.2636,-0.1747,-0.5218,-1.0785,1151,1958,2349,2064,1818,2359,1749,1196,785,1417,1234,897,0.8920,1.5520,1.8300,1.5220,1.4060,1.8140,1.3380,0.9300,0.5720,1.0660,0.9740,0.6360
0.9537,-0.6090,0.5550,1.3272,0.6857,0.5552,1.3389,0.4162,-0.5517,-1.2636,-0.1747,-0.5218,-1.0785,1151,1958,2349,2064,1818,2359,1749,1196,785,1417,1234,897,0.8900,1.5180,1.8320,1.5260,1.4000,1.8440,1.3640,0.9300,0.5720,1.0660,0.9100,0.6360
0.9753,-0.6344,0.5551,1.3318,0.6857,0.5552,1.3389,0.4391,-0.5525,-1.2741,-0.2345,-0.7283,-1.2740,1136,1958,2352,2064,1818,2359,1762,1196,779,1382,1109,779,0.8880,1.4920,1.8320,1.5280,1.3960,1.8160,1.5080,0.9300,0.5700,1.0680,0.9200,0.6360
0.9964,-0.6344,0.5551,1.3318,0.6857,0.5552,1.3389,0.4391,-0.5525,-1.2741,-0.2345,-0.7283,-1.2740,1136,1958,2352,2064,1818,2359,1762,1196,779,1382,1109,779,0.8900,1.4900,1.8340,1.5280,1.3960,1.8140,1.3340,0.9300,0.5700,1.0940,0.9840,0.6340
1.0175,-0.6344,0.5551,1.3318,0.6857,0.5552,1.3389,0.4391,-0.5525,-1.2741,-0.2345,-0.7283,-1.2740,1136,1958,2352,2064,1818,2359,1762,1196,779,1382,1109,779,0.8820,1.4920,1.8340,1.5280,1.4320,1.8140,1.3440,0.9300,0.5700,1.1060,1.1740,0.6300
1.0385,-0.6344,0.5551,1.3318,0.6857,0.5552,1.3389,0.4391,-0.5525,-1.2741,-0.2345,-0.7283,-1.2740,1136,1958,2352,2064,1818,2359,1762,1196,779,1382,1109,779,0.8840,1.4920,1.8340,1.5280,1.3880,1.8140,1.3480,0.9300,0.5700,1.0680,1.0920,0.6200
1.0596,-0.6344,0.5551,1.3318,0.6857,0.5552,1.3389,0.4391,-0.5525,-1.2741,-0.2345,-0.7283,-1.2740,1136,1958,2352,2064,1818,2359,1762,1196,779,1382,1109,779,0.8800,1.4920,1.8340,1.5300,1.3880,1.8140,1.3480,0.9300,0.5700,1.0620,0.8840,0.6060
1.0812,-0.6600,0.5551,1.3357,0.6857,0.5552,1.3389,0.4623,-0.5532,-1.2839,-0.2992,-0.8749,-1.4036,1121,1958,2354,2064,1818,2359,1776,1195,773,1344,1020,701,0.8740,1.4920,1.8360,1.5300,1.3880,1.8140,1.3500,0.9300,0.5680,1.0580,0.8680,0.5880
1.1023,-0.6600,0.5551,1.3357,0.6857,0.5552,1.3389,0.4623,-0.5532,-1.2839,-0.2992,-0.8749,-1.4036,1121,1958,2354,2064,1818,2359,1776,1195,773,1344,1020,701,0.8740,1.4920,1.8340,1.5280,1.3880,1.8140,1.3520,0.9300,0.5800,1.0500,0.8540,0.5680
1.1234,-0.6600,0.5551,1.3357,0.6857,0.5552,1.3389,0.4623,-0.5532,-1.2839,-0.2992,-0.8749,-1.4036,1121,1958,2354,2064,1818,2359,1776,1195,773,1344,1020,701,0.8720,1.4920,1.8360,1.5320,1.3880,1.8120,1.3520,0.9300,0.6800,1.0460,0.8360,0.5520
1.1445,-0.6600,0.5551,1.3357,0.6857,0.5552,1.3389,0.4623,-0.5532,-1.2839,-0.2992,-0.8749,-1.4036,1121,1958,2354,2064,1818,2359,1776,1195,773,1344,1020,701,0.8700,1.4920,1.8360,1.5280,1.3880,1.8120,1.3540,0.9300,0.8500,1.0420,0.8240,0.5480
1.1655,-0.6600,0.5551,1.3357,0.6857,0.5552,1.3389,0.4623,-0.5532,-1.2839,-0.2992,-0.8749,-1.4036,1121,1958,2354,2064,1818,2359,1776,1195,773,1344,1020,701,0.8680,1.4920,1.8400,1.5280,1.3880,1.8120,1.3560,0.9300,0.8300,1.0360,0.8080,0.6020
1.1871,-0.6857,0.5552,1.3389,0.6857,0.5552,1.3389,0.4860,-0.5538,-1.2930,-0.3685,-0.9572,-1.4848,1107,1958,2356,2064,1818,2359,1790,1195,767,1304,971,651,0.8640,1.4920,1.8380,1.5280,1.3880,1.8120,1.3580,0.9380,0.5680,1.0280,0.7920,0.5200
1.2082,-0.6857,0.5552,1.3389,0.6857,0.5552,1.3389,0.4860,-0.5538,-1.2930,-0.3685,-0.9572,-1.4848,1107,1958,2356,2064,1818,2359,1790,1195,767,1304,971,651,0.8620,1.4920,1.8420,1.5280,1.3880,1.8120,1.3620,0.9900,0.5640,1.0220,0.7780,0.5060
1.2293,-0.6857,0.5552,1.3389,0.6857,0.5552,1.3389,0.4860,-0.5538,-1.2930,-0.3685,-0.9572,-1.4848,1107,1958,2356,2064,1818,2359,1790,1195,767,1304,971,651,0.8600,1.4920,1.8360,1.5280,1.3880,1.8120,1.3660,1.1720,0.5620,1.0160,0.7660,0.5020
1.2504,-0.6857,0.5552,1.3389,0.6857,0.5552,1.3389,0.4860,-0.5538,-1.2930,-0.3685,-0.9572,-1.4848,1107,1958,2356,2064,1818,2359,1790,1195,767,1304,971,651,0.8580,1.4940,1.8380,1.5280,1.3880,1.8160,1.3660,1.0280,0.5600,1.0100,0.8140,0.4840
1.2715,-0.6857,0.5552,1.3389,0.6857,0.5552,1.3389,0.4860,-0.5538,-1.2930,-0.3685,-0.9572,-1.4848,1107,1958,2356,2064,1818,2359,1790,1195,767,1304,971,651,0.8560,1.4940,1.8380,1.5280,1.3880,1.8140,1.3720,0.9300,0.5580,1.0040,0.9240,0.4680
1.2931,-0.6857,0.5552,1.3389,0.6857,0.5552,1.3389,0.5100,-0.5542,-1.3013,-0.4424,-0.9686,-1.5254,1107,1958,2356,2064,1818,2359,1805,1195,762,1260,964,627,0.8520,1.6420,1.8380,1.5280,1.3900,1.8180,1.3760,0.9300,0.5560,0.9960,0.7320,0.4560
1.3142,-0.6857,0.5552,1.3389,0.6857,0.5552,1.3389,0.5100,-0.5542,-1.3013,-0.4424,-0.9686,-1.5254,1107,1958,2356,2064,1818,2359,1805,1195,762,1260,964,627,0.8500,1.5100,1.8380,1.5260,1.3900,1.8500,1.4620,0.9300,0.5560,0.9880,0.7260,0.4500
1.3353,-0.6857,0.5552,1.3389,0.6857,0.5552,1.3389,0.5100,-0.5542,-1.3013,-0.4424,-0.9686,-1.5254,1107,1958,2356,2064,1818,2359,1805,1195,762,1260,964,627,0.8500,1.4920,1.8380,1.5260,1.3920,1.8120,1.5520,0.9300,0.5540,0.9820,0.7240,0.4440
1.3564,-0.6857,0.5552,1.3389,0.6857,0.5552,1.3389,0.5100,-0.5542,-1.3013,-0.4424,-0.9686,-1.5254,1107,1958,2356,2064,1818,2359,1805,1195,762,1260,964,627,0.8540,1.4920,1.8380,1.5260,1.3960,1.8120,1.3780,0.9300,0.5540,0.9800,0.7060,0.4420
1.3775,-0.6857,0.5552,1.3389,0.6857,0.5552,1.3389,0.5100,-0.5542,-1.3013,-0.4424,-0.9686,-1.5254,1107,1958,2356,2064,1818,2359,1805,1195,762,1260,964,627,0.8480,1.4920,1.8380,1.5260,1.4340,1.8120,1.3800,0.9300,0.5520,1.0020,0.7020,0.4380
1.3990,-0.6857,0.5552,1.3389,0.6600,0.5551,1.3357,0.5343,-0.5545,-1.3089,-0.5204,-0.9040,-1.5230,1107,1958,2356,2049,1818,2357,1819,1195,758,1215,1003,628,0.8460,1.4900,1.8400,1.5260,1.3860,1.8120,1.3820,0.9300,0.5500,0.9660,0.7000,0.4360
1.4202,-0.6857,0.5552,1.3389,0.6600,0.5551,1.3357,0.5343,-0.5545,-1.3089,-0.5204,-0.9040,-1.5230,1107,1958,2356,2049,1818,2357,1819,1195,758,1215,1003,628,0.8440,1.4920,1.8400,1.5300,1.3880,1.8120,1.3840,0.9300,0.5500,0.9620,0.6980,0.4320
1.4413,-0.6857,0.5552,1.3389,0.6600,0.5551,1.3357,0.5343,-0.5545,-1.3089,-0.5204,-0.9040,-1.5230,1107,1958,2356,2049,1818,2357,1819,1195,758,1215,1003,628,0.8440,1.4920,1.8400,1.5300,1.3880,1.8120,1.3860,0.9300,0.5540,0.9480,0.6960,0.4320
1.4623,-0.6857,0.5552,1.3389,0.6600,0.5551,1.3357,0.5343,-0.5545,-1.3089,-0.5204,-0.9040,-1.5230,1107,1958,2356,2049,1818,2357,1819,1195,758,1215,1003,628,0.8440,1.4920,1.8400,1.5680,1.3900,1.8120,1.3880,0.9300,0.5700,0.9420,0.6980,0.4320
1.4833,-0.6857,0.5552,1.3389,0.6600,0.5551,1.3357,0.5343,-0.5545,-1.3089,-0.5204,-0.9040,-1.5230,1107,1958,2356,2049,1818,2357,1819,1195,758,1215,1003,628,0.8440,1.4920,1.8400,1.5560,1.3900,1.8120,1.3920,0.9300,0.6640,0.9360,0.7020,0.4320
1.5048,-0.6857,0.5552,1.3389,0.6344,0.5551,1.3318,0.5589,-0.5548,-1.3157,-0.6018,-0.7635,-1.4667,1107,1958,2356,2033,1818,2355,1834,1195,754,1167,1088,662,0.8440,1.4920,1.8400,1.5200,1.3900,1.8120,1.3940,0.9300,0.8120,0.9300,0.7060,0.4780
1.5258,-0.6857,0.5552,1.3389,0.6344,0.5551,1.3318,0.5589,-0.5548,-1.3157,-0.6018,-0.7635,-1.4667,1107,1958,2356,2033,1818,2355,1834,1195,754,1167,1088,662,0.8440,1.4920,1.8420,1.5180,1.3900,1.8120,1.3960,0.9320,0.6680,0.9220,0.7100,0.5400
1.5467,-0.6857,0.5552,1.3389,0.6344,0.5551,1.3318,0.5589,-0.5548,-1.3157,-0.6018,-0.7635,-1.4667,1107,1958,2356,2033,1818,2355,1834,1195,754,1167,1088,662,0.8440,1.4920,1.8420,1.5160,1.3900,1.8120,1.3980,0.9360,0.5480,0.9160,0.7160,0.4380
1.5676,-0.6857,0.5552,1.3389,0.6344,0.5551,1.3318,0.5589,-0.5548,-1.3157,-0.6018,-0.7635,-1.4667,1107,1958,2356,2033,1818,2355,1834,1195,754,1167,1088,662,0.8440,1.4920,1.8740,1.5140,1.3900,1.8100,1.3980,0.9400,0.5460,0.9060,0.7260,0.4320
1.5887,-0.6857,0.5552,1.3389,0.6344,0.5551,1.3318,0.5589,-0.5548,-1.3157,-0.6018,-0.7635,-1.4667,1107,1958,2356,2033,1818,2355,1834,1195,754,1167,1088,662,0.8440,1.4920,1.8400,1.5120,1.3900,1.8100,1.4000,1.0780,0.5460,0.9000,0.7360,0.4400
1.6103,-0.6857,0.5552,1.3389,0.6090,0.5550,1.3272,0.5838,-0.5549,-1.3218,-0.6857,-0.5552,-1.3389,1107,1958,2356,2018,1818,2352,1849,1194,750,1118,1214,740,0.8440,1.4940,1.8380,1.5100,1.3900,1.8120,1.4000,0.9980,0.5440,0.8920,0.7920,0.4340
1.6314,-0.6857,0.5552,1.3389,0.6090,0.5550,1.3272,0.5838,-0.5549,-1.3218,-0.6857,-0.5552,-1.3389,1107,1958,2356,2018,1818,2352,1849,1194,750,1118,1214,740,0.8440,1.4940,1.8380,1.5080,1.3900,1.8100,1.4060,0.9320,0.5440,0.8840,0.9020,0.4300
1.6525,-0.6857,0.5552,1.3389,0.6090,0.5550,1.3272,0.5838,-0.5549,-1.3218,-0.6857,-0.5552,-1.3389,1107,1958,2356,2018,1818,2352,1849,1194,750,1118,1214,740,0.8440,1.5740,1.8380,1.5060,1.3900,1.8700,1.4180,0.9340,0.5420,0.8780,0.9580,0.4340
1.6736,-0.6857,0.5552,1.3389,0.6090,0.5550,1.3272,0.5838,-0.5549,-1.3218,-0.6857,-0.5552,-1.3389,1107,1958,2356,2018,1818,2352,1849,1194,750,1118,1214,740,0.8440,1.6040,1.8400,1.5020,1.3900,1.8120,1.4300,0.9300,0.5420,0.8700,0.7940,0.4440
1.6947,-0.6857,0.5552,1.3389,0.6090,0.5550,1.3272,0.5838,-0.5549,-1.3218,-0.6857,-0.5552,-1.3389,1107,1958,2356,2018,1818,2352,1849,1194,750,1118,1214,740,0.8440,1.4900,1.8380,1.5000,1.3900,1.8060,1.5480,0.9300,0.5420,0.8600,0.8220,0.4520
